"Id","Last"
548,47681972428112
550,261395
551,4
552,1
553,28092003808
560,22
561,1
562,1
563,1
564,7121453984059538432
565,1
567,30749088947186108234465280
570,43
573,1
574,3740434344477351327795057954784498679808
575,186900
576,10
577,4
580,14
583,86
586,269437496735331199494389760
587,0
591,30923
593,2
594,7
596,1
599,31
600,64
603,13732910155
605,23
607,47
613,19
616,146370
617,897339846665475127876538324797258125330751694271139545088
625,1815435017267965954359296
626,18
629,0
633,19465109
635,1
636,354
639,1
640,71820
642,5722569627753465324284223656779202482815291771834073088
647,0
648,1
649,1605685421223
650,4294967299
652,2479272065
654,1357923693943336801927168
656,1
663,429210477536602265374783700992
665,147
666,139
668,1397750747423809566932992
670,8091
672,13
673,44766278622477039749476384768
675,1
676,2
677,1050
679,4861
680,13720902
681,1
684,11151658949655222288384
685,33575363
687,5
688,1
690,440677071050573824
691,0
695,383
699,8
701,1
702,0
703,385507
708,1
709,0
710,0
711,68044010354111360
712,16991329795972962661701971102620478078976
715,8464133962630481051648
716,125
717,520
719,142
720,1
723,1
724,17
725,0
726,46
727,-4195014088844930117168791552
728,6356062
736,31903442
739,1
740,1
741,3
742,1
743,0
745,1
748,0
749,509
751,55
752,3
753,77
754,10746350269518344192
755,9
757,-3
758,4
760,10
761,1
762,41
763,10
765,1024
767,3
768,1
769,2
772,1
773,43
774,59166445080772014505984
778,1
779,1
781,1
782,278
783,0
787,1
788,5202
791,2222
795,30
798,1
799,64151935432803274889101312
800,1
802,0
806,16
808,984550153040694400
811,2012012012012012
812,5
814,1
815,19609
818,13
819,1996025849
821,1
822,16237
825,0
835,1
836,3
837,2
838,236
839,1
840,4
841,5
844,19651633972228429516374016
845,36658889377553951227904
846,112000
849,499
851,391603512195940234559488
852,686995833229612800
855,1
856,61834
860,1
861,0
864,8
866,9770128253650761728
867,4
868,181
869,0
871,318337021365770526916608
872,1
877,1
878,0
879,181
880,29
882,0
885,95
887,1
890,66449
892,1168667343824
896,0
897,70
898,190083
900,-8808533496759158106741235953696768
901,5
902,1
903,142
904,217200
906,1807
907,-16120
908,0
913,7896672
914,17
915,6703
916,0
918,27
919,2333521433367182848
921,112
922,750442
925,3359
927,1
928,1
929,27
936,198
940,1
941,315837026779085502400048397589559421317557518336
942,17401853796212783366275072
943,1
944,1906400965570
946,1
947,5
950,5247079889170767872
952,4238593
953,1
955,4160749539
957,4
960,0
961,12
964,1
967,1
969,-12
974,633
985,14074138851456769167720448
986,178
988,1
991,18814310
993,0
994,1063
998,283903844662926114816
1000,-256
1001,1
1002,960
1004,11
1005,1
1006,9395
1009,1
1010,-1
1011,19
1013,10
1014,11
1017,390
1018,187
1019,63245986
1020,3806404472713603
1021,1
1024,1
1026,136
1027,2411675443849
1029,6719801498668147007154020155392
1030,28
1031,3
1033,27
1034,1
1035,81
1039,0
1040,1
1041,279942336522685392093184
1044,5919984
1045,238
1046,-72595605332166567444611072
1047,0
1048,1244723640382306306530213888
1049,1
1051,246425314
1057,159
1059,0
1060,89903
1063,114
1067,7
1081,6
1084,3
1085,47
1087,40660083508726238774558720
1088,351226209
1089,10
1090,2333521433367182848
1092,50989
1093,512
1094,-3387068917855066112
1095,-179
1096,228810799
1097,2879
1099,19
1104,2
1106,445833
1108,7
1111,147
1112,1
1118,15516
1119,814
1121,2189
1122,38043830319361318926164164608
1123,1
1130,366299663432194346115802333184
1132,1808
1133,0
1134,66520
1135,1
1137,0
1140,3
1142,1102
1143,0
1145,1
1148,0
1153,4717290880666865818927104
1156,614
1158,11
1161,2075218782238860
1165,8
1167,8388569
1170,19948067446099100
1174,1
1175,1
1177,0
1178,26
1180,4882
1184,78344953
1188,10524
1190,59359
1191,0
1193,1
1194,1
1196,308913308209090
1198,131
1200,5734
1201,8
1202,36
1204,42
1205,375
1206,107621277850861440
1209,153502068186419021479936
1213,3
1216,23
1221,210338403560373387264
1225,1
1227,1
1228,5838535388555338405904384
1230,0
1233,46
1237,777666657567776610968575891315607493148672
1239,3
1240,11
1242,1
1243,39
1245,1
1246,194
1247,2040278015
1248,0
1249,252
1254,6
1255,3
1256,1424890291718972806004736
1261,1
1264,188296417
1266,1000110
1267,6
1268,1
1269,256
1271,9
1273,0
1277,1
1281,125
1284,4
1285,0
1286,4
1287,1
1293,0
1296,1
1297,1
1298,1
1299,1176
1304,0
1305,1
1306,15693
1308,15
1311,1608653592636541498294272
1312,482608816
1313,4256950094225408
1314,2
1318,253
1324,1
1326,22804
1330,1
1336,12
1338,1
1341,12
1342,6
1344,10989801394147610519304557011145523724288
1345,8113505
1346,1
1347,172
1348,3218038240956657958912
1350,2
1351,203991423434649734479872
1353,848510725132818317312
1356,6
1357,75198808251676190413253460885504
1358,1
1363,1
1371,2929
1376,-115059668304
1378,5
1379,16
1382,1
1384,113
1386,243
1387,181199
1389,52177068170345334647554048
1391,1065603103601110228806926336
1392,1
1393,1
1396,7
1399,1
1400,1
1403,1
1404,7
1406,164
1407,32212106574783343230976
1408,0
1409,274
1412,2
1413,71
1415,14216420560211868
1416,-13576460102465
1417,1
1418,35749200
1421,5
1422,7
1425,1
1426,1
1427,1
1431,59
1433,6
1435,1
1437,5041
1438,227
1440,3314838364829153280
1442,7
1444,68
1447,3
1448,1
1449,4
1451,36
1454,70724
1456,5
1457,1
1459,95080543773788645359616
1460,-12
1461,0
1463,1232130
1467,1
1469,26183676933056
1476,1
1477,35
1478,219596687717
1479,4
1486,140
1487,9
1489,14708332687
1490,12
1491,8
1497,6
1498,26
1499,1
1502,4437327060649931
1503,11
1509,4
1510,6
1511,14998595327290098319360
1513,90
1515,11080
1523,961906681406
1524,6
1526,2
1527,43
1528,0
1529,1
1531,1
1532,628822038934810620067840
1537,1
1539,2217
1540,1
1541,-31057776
1543,250
1544,3255025
1546,106458578740
1547,4444945756416
1550,1
1551,72
1555,300
1559,183765996899
1561,12597
1563,5462
1564,3846
1565,0
1566,1
1567,7
1572,7
1574,381915220450933003977916153856
1576,381
1577,907
1581,190409085693362560517013504
1584,33
1586,0
1587,4714751561
1590,8174314
1594,2
1596,-28932
1598,2
1599,101
1610,1011
1614,1
1615,57040154877904166137434826866688
1616,24471621010360188006788235264
1618,-429994032154296
1619,1
1621,569
1622,202585437
1624,1
1627,346
1628,4
1631,0
1632,1
1633,7
1637,123
1638,1862259784246483176390656
1643,1
1645,0
1646,187617350297573459766873249808384
1647,1
1648,7
1650,216
1652,215305
1653,2045
1654,1
1655,8
1657,1533967407742898740115013632
1661,135
1662,1779
1663,101021010221010209837357637844535615419527987200
1668,0
1670,1
1672,1
1674,15453
1675,7
1677,147
1678,9
1680,806481967026628608
1681,1
1684,4
1685,1
1686,82
1687,20
1688,1
1692,204
1696,360
1697,1023455555666666717184
1698,4
1699,278
1700,1
1701,8690
1702,0
1705,1
1707,140
1708,82
1709,1
1710,79356
1713,0
1714,120
1716,3
1717,1
1720,3
1721,185676571
1722,1
1723,9
1727,1954351669268628470299922943476498432
1729,1
1730,1
1731,11160107014556235606144319488
1734,111010110111100111924756480
1737,55
1740,702889
1741,0
1742,4
1743,5
1744,1
1747,5
1749,99424708
1751,1
1753,248
1755,1
1756,138
1757,24922146
1758,88574
1759,1
1761,5
1762,4
1765,19869188673828371359072256
1769,4318594
1770,457040
1776,0
1777,117849324069921805450203183946112434176
1779,63
1781,437825148963391483284295662909408790272586809344
1783,507
1784,233762307
1787,4624
1790,68
1791,82
1792,34300
1795,1
1796,1
1798,20
1799,1
1800,6
1804,5
1805,90
1806,127
1808,1
1810,1
1812,0
1815,12173
1818,5
1820,32717633567276320948224
1821,1206
1822,457
1824,131
1827,216
1828,2489000866058802823168
1829,1
1832,3
1833,9894704
1835,1
1839,10310698
1841,3
1842,1
1844,92
1849,1
1850,26064468146691563520
1854,184637
1855,713886955
1856,1
1858,7
1859,5
1861,128
1862,5
1866,9270058602609617556106903552
1867,2
1868,1
1873,107
1874,0
1875,1
1876,6
1877,1
1880,11
1882,4490
1883,12
1884,135252557463
1886,2505
1887,2
1888,549755813888
1891,5
1895,1
1897,1
1901,1
1903,4
1904,0
1905,1
1906,666
1909,113
1913,84341826458653208004536968413184
1918,1
1920,1
1921,481
1923,9745744932248196289763737600
1925,19987031137069936140091392
1928,120
1933,38011151426301640
1934,8676279
1942,1525668547188090
1945,7
1947,0
1951,3
1953,0
1955,569
1956,1
1958,1
1959,0
1963,178579807
1965,153
1971,1
1974,1
1975,0
1979,1
1982,836
1984,5750463
1985,103
1986,815096021607625392128
1987,2
1990,4
1992,381937182681
1995,1
1996,4075679949796737024
1998,342936430909319054098432
2001,632174377401819648
2002,230827823816914370560
2003,131
2004,64
2005,186055410457
2007,62494
2009,1160307802288187879981056
2010,1
2015,1023950149577547
2016,25108406941546723055343157692830665664409421777856138051584
2018,0
2019,17820
2026,3
2027,6
2029,-617023608856767574835200
2031,1
2033,8132796906906251689984
2034,10
2038,125
2039,5
2041,29883845136385805647872
2042,1
2045,1963
2049,5
2050,288928853931084889456640
2051,3
2052,1
2053,1
2054,45342446435640268554240
2056,0
2058,0
2061,1
2062,10
2064,12
2068,23
2069,51877909373
2071,179
2073,0
2075,123972751506684588840127037440
2079,1
2082,2
2084,9762007250655874
2085,1
2087,58729529886611018350592
2088,0
2090,31950745
2091,1
2092,6
2094,12
2098,1
2099,624
2100,15
2101,418131
2104,77
2106,167919620604132412441029940624620368429056
2107,1
2109,1
2110,1
2112,16
2114,8
2115,3
2118,1
2119,1
2120,26345
2122,1
2125,2497
2126,138
2128,-3
2129,9572648
2130,7
2134,56294995342133
2135,3
2140,2
2141,115
2142,1
2145,235682549037000858533888
2147,1
2151,3
2152,11276035715844308163248345055232
2154,22633867
2156,16590980186519641322407273168896
2158,2
2159,27133109124370440192
2166,1
2167,1766
2170,56
2172,2062
2173,176541437214450483200
2175,1
2181,1
2183,15872049782314899342833626382336
2185,1
2186,4
2187,29
2188,2
2189,42
2190,258802713817
2193,1
2194,10
2195,640370838496427078844416
2196,3
2197,0
2200,1
2202,1
2205,2
2206,13
2209,2
2210,1
2212,4
2213,1
2216,864
2218,62611
2219,2
2222,1
2223,2
2226,727
2232,212
2236,2620321725
2238,1
2240,104857597567097994016194560
2243,101
2245,1
2247,37
2248,4
2249,102
2253,211
2254,1
2258,19
2261,8
2262,2
2263,41
2264,1
2267,1906624
2273,0
2274,51433
2275,1
2279,198494931305361440
2281,1
2282,3
2284,5
2285,115676692622427390214144
2286,1
2287,1
2288,-50839671684018684821504
2289,4484729304047661755662336
2291,204214
2294,182
2297,8
2299,51
2301,1
2302,6
2304,-5328907088666840109433225216
2307,915294166360
2308,1
2314,1
2315,68419
2317,64
2320,178317368009545632
2322,405751326441
2326,3
2327,-128882214016302306687975424
2330,13
2335,402
2338,85
2339,1
2342,363
2343,63693
2344,754758
2346,283
2347,1
2350,1
2351,2
2352,200560490131
2353,3
2355,157520231
2359,67
2363,30
2364,806
2365,1
2367,2
2371,5
2372,1
2373,128
2374,2
2376,539
2377,1
2381,1
2382,16165
2383,1
2384,30
2386,1
2389,5
2390,175
2391,32
2393,7
2394,345948408
2400,7416983
2401,2
2402,15
2404,1
2405,11
2409,11195742340
2410,75
2415,711719711727711684657152
2416,0
2417,6746403358777472
2422,5
2426,10
2427,56
2428,42
2429,1
2430,11
2431,4434332433232214095167462834176
2432,4
2433,1
2434,48
2436,1
2439,1
2445,102334151
2448,20
2453,5954344678
2454,1
2456,45
2458,4
2462,76
2465,562
2466,-798
2468,1
2469,125503607698203082752
2470,9
2471,5
2472,34
2473,10
2475,1
2476,3490906
2477,0
2478,30
2480,77777755779995959296
2481,2
2482,10344463877985567506432
2483,46
2484,2
2486,7121453984059538432
2487,0
2489,4
2491,6
2492,673580977897229440
2493,12
2496,4888
2499,818
2500,1
2501,33
2502,1
2503,330
2508,10947
2509,3
2511,0
2512,3
2513,3
2515,0
2516,1
2519,24
2522,2965817
2523,16
2524,-278935989659269244911616
2526,1219760487635835755657351940131568972271338671260565504
2529,3877639914020137995270619136
2531,1
2532,4
2537,1
2538,8
2539,3446451386
2541,16322989
2543,1
2544,6
2545,1
2546,1
2548,205118220637830113041674413088547169005794900624497295016813389676544
2549,4
2550,1268274072276992
2554,7784628225
2558,225
2559,3
2560,2956
2561,4
2563,1
2564,5
2566,22797790370746296
2568,1
2572,0
2573,75
2574,6
2575,117
2580,19
2581,2
2585,3828
2590,86
2592,0
2593,273112672967638860693504
2595,1
2596,1
2598,256
2599,0
2602,1008001
2605,59
2608,271
2609,1008037880473338380288
2611,11330437552124766208
2612,24
2613,18
2617,5303416050775526385831836811001856
2619,6
2620,15
2621,1701
2622,1
2623,190899322
2625,1
2626,6394857414226648661753856
2628,9
2630, 999999999999999983222784
2631,52819768718
2632,60766032076272293642240
2634,127758636861408072627471528046362624
2636,1
2641,509044558961067425792
2642,1
2643,1
2644,186
2645,1168971346319460093919232
2646,999999916
2647,1059359506545823763913337136337649664
2649,1
2650,6
2652,14440
2653,225275778
2654,1056388250136945520551745552384
2657,1
2658,1
2663,1
2664,1
2665,49954191
2666,1
2670,127
2671,1
2672,7
2673,48558529144435442573063272885395652608
2676,20826990123
2678,4
2679,182
2680,-136594532617370703233024
2681,2
2684,0
2686,273
2687,379
2689,676787534033952128
2691,20
2694,154360726917116928
2697,1
2698,5
2699,122988198035868827648
2700,2
2704,303
2707,649140
2708,1834382994911
2709,147
2711,2
2714,3
2715,1
2716,123
2721,222205
2722,1
2724,216854151856
2725,582498755
2727,32
2730,1
2731,-3994777939147
2732,40182
2734,55385589
2736,2
2738,1
2740,4
2742,-2
2743,73
2745,1185896732946841
2746,1
2747,13
2750,1
2751,39091273234425216
2753,170
2755,992498747
2756,35368204519
2757,29391746801207021568
2759,1
2760,251
2762,2269934128955578880
2763,1
2764,1
2766,-9
2769,0
2770,1086
2773,5
2776,6
2777,262
2778,48
2779,176
2781,1683
2784,3704184
2786,4
2790,77759
2791,285
2793,268
2794,1
2795,9
2796,-9862264838281299691372019712
2799,4
2801,1122
2802,1
2803,0
2804,2
2805,126314830357375271980727134693313478656
2806,10
2808,121296
2811,120
2812,12
2815,5651
2817,1
2818,29
2819,2
2821,1
2825,1
2827,3
2828,3102753859685832217453395968
2829,-101
2834,61
2835,2
2838,4
2839,18
2840,1
2842,324444287950153226125312
2846,51968225012441219072
2847,283726776524341248
2849,2
2854,560
2859,71
2860,70
2861,57579347
2862,270
2864,2248
2865,1
2869,1
2873,3173335199475126272
2874,2
2878,4
2880,2700616002945121280
2881,1
2882,1394936695993908854784000
2883,4
2884,0
2885,7
2887,1
2889,4
2890,0
2891,13
2894,-2715102192977720104630353920
2897,0
2898,3134896
2899,4
2900,3
2901,4
2905,6601
2910,1
2912,343
2913,1
2915,10712
2916,716602502197270400
2917,295970
2920,8687
2922,2
2924,12
2925,878503
2926,27884784653
2927,-980091695317934407680
2929,8703
2932,2954312671365971312640
2935,1
2941,50647264481612308118332241233313792
2943,1
2945,17
2946,96
2947,244
2948,7648
2949,140
2953,41531687999736
2954,36593905375
2957,2
2958,1
2960,1
2961,1
2968,22
2971,1
2975,13
2976,0
2977,1
2978,4
2979,1
2982,40304433
2984,87960930222081
2985,65
2987,3
2988,1
2990,1
2993,15823
2997,0
2999,484376036
3001,16027018688698911817728
3002,119
3006,0
3007,194876
3009,45
3012,7330158006601231735790942977785856
3013,1
3015,60
3017,-962
3019,1925306299472874240
3020,8841761993739701898620088352768
3026,10
3030,2
3035,1
3036,22
3038,82
3039,0
3041,1150110
3044,5
3045,1
3046,1
3050,193
3051,0
3052,1368
3056,24
3058,74871225959119904
3059,631
3063,111007294096168073934776310739042199142400
3065,1
3066,1
3067,5
3070,1
3071,0
3076,0
3077,10771936
3081,211
3082,1
3085,4
3086,5
3087,0
3088,18
3091,174
3096,-6580
3097,1
3098,1
3099,286030234
3101,908139583497205248
3103,1
3104,259214749138466486878208
3109,9
3110,339945532169833441209769525248
3111,-317841569049882809860096
3113,174
3115,4
3117,9616201620200015923196739977216
3118,1
3119,120
3120,1517785894663
3121,1
3122,8
3130,1
3131,16367301936915708641280
3132,4
3133,2
3136,5
3139,2
3140,576
3144,96
3149,1
3150,3
3153,3967
3154,44166281710730428416
3155,1
3156,432
3157,10
3159,2187020049
3163,3
3166,10
3167,3
3169,1225679780207562588160
3171,3
3174,606800
3179,2
3180,2982752019194624
3181,1
3183,1
3184,1
3187,42
3188,8
3189,5595286600487
3193,941094
3197,5
3198,1229
3199,1
3200,210
3201,64321
3202,2
3206,1
3208,63418666
3209,1
3212,0
3213,1
3214,4
3215,0
3220,355393490465494859776
3222,1
3223,0
3224,-322712916748249845938742362112
3226,5
3228,5625828177544624128
3229,14176
3231,1
3233,1270932914166
3234,31
3236,1
3237,1
3238,1680
3239,295643364949
3241,36
3242,38
3245,14477789385971
3246,11
3247,1
3249,387038978271084672
3250,1
3251,0
3252,1
3254,1
3257,1
3258,324
3261,17396
3264,16
3265,150
3272,4
3274,1
3276,140
3280,44
3290,3
3293,1
3296,26
3297,1
3298,0
3299,2243645856500003237705005502690230272
3302,42609994
3303,1
3304,8448460856
3305,42
3306,1098062
3307,219
3308,2724694661680642654208
3309,3
3311,11895783632065638957056
3313,3
3314,505532753090986354130550784
3316,9
3319,11543312312110690598912
3323,58833957894412545856636530874609836228608
3324,21
3325,701085962338
3326,1
3328,2
3330,0
3334,20496
3335,11
3336,1
3342,256
3343,299
3344,237
3346,1
3347,3
3351,578799
3353,846
3354,1489
3357,125
3359,30491314
3366,6522400446510
3369,0
3372,164634913
3376,1
3377,97
3378,1
3381,3
3383,1
3384,717721
3385,536854528
3387,1
3388,0
3389,1
3391,15
3393,2
3394,-1
3395,575598315149214551552561701804106568540434202624
3396,692
3400,1
3403,102057218155974819840
3405,1
3407,570
3408,173
3409,-3094588651726491136
3411,749
3416,1
3419,7
3420,1
3421,2
3424,5
3426,12290968604314011707637760
3429,187
3431,1
3432,43
3433,393
3434,5
3436,158108
3439,83
3442,1
3445,15322117939717489766581665792
3446,15
3447,3
3449,1
3452,141419383415391037423616
3460,11666904209
3463,2622094
3464,2201030157
3466,362880
3467,20
3472,0
3474,25
3475,0
3476,4288
3477,199601605760283712
3478,34173066616707049031828691222528
3480,1
3481,7
3482,6
3485,12853212
3486,-92
3487,-130646433737629707010048
3488,4
3489,956004106
3491,4
3492,1
3494,533
3497,920212223242526290124406685662158978369057388462065319599274563993600
3498,10
3505,431
3507,1
3508,0
3509,3758096384
3513,3370
3514,2
3517,615540073408534218270555766784
3518,2769
3519,1683408
3521,0
3524,78614837323045140312527425252311957504
3525,6
3526,3
3527,24
3528,3
3529,1
3531,3
3535,1
3536,3
3538,1
3540,47
3543,7
3545,18647609502886201917440
3546,1
3549,31
3550,785731447747523056238592
3551,4
3553,7
3557,467
3558,3
3561,1006357961
3562,1
3564,3
3568,4
3570,18
3571,1
3577,18432
3584,1
3588,5
3591,32966964611113758937364486422528
3592,1
3593,28467
3595,4983598
3596,34358782625877
3600,0
3601,68
3602,183
3603,60
3605,1
3606,4983454435498876161610498441216
3608,2
3609,1
3610,18864637756509
3611,1267510
3614,1
3615,169
3617,443
3618,1
3619,26645090184449107165184
3621,1
3622,4
3623,7
3624,3366993583614376
3626,3
3627,34462613
3630,505445448363382016
3631,24
3633,5
3636,3
3637,1
3639,381
3641,1
3642,-3370722
3644,27
3646,6
3651,-1
3654,5
3656,10779553536580
3658,11101084161629028352
3659,6
3663,132
3664,5228055825
3665,1
3666,10356370455
3667,3320
3668,4
3670,1
3671,309
3674,5
3675,3
3677,6
3679,3578046354832232
3680,1
3681,105501131969247531959495920159425560576
3682,2
3683,2
3686,664828879659318272
3688,1
3689,0
3690,0
3693,77493
3694,0
3695,3
3697,319
3698,3610116416756525857985217206096068261735038976
3699,0
3701,1
3703,375299968947548
3704,0
3705,22
3707,158
3708,0
3709,2
3711,486
3712,1
3715,138
3716,111212111213111216
3718,0
3719,475219624
3721,2
3722,16
3727,1
3729,17830243832045890437120
3734,1368399065738769152
3735,135022265611556728340480
3736,30
3739,3
3742,11
3745,2137
3746,5363
3747,1267674779574792731391537709056
3748,126
3749,266826388784008640
3751,0
3753,213732
3754,2
3755,-41098114730409431400448
3757,2147483648
3758,4
3759,2
3760,1
3762,243855987384007822147584
3763,2
3764,38
3765,818493317687328768
3767,4115
3771,6
3772,0
3774,7
3779,45
3780,0
3782,10501
3783,17
3784,62044840173323943936
3788,1
3789,0
3790,48
3791,1
3792,-595137848153
3795,252714339426506907844608
3797,2
3798,6
3803,5
3806,27984
3813,5
3818,407
3821,22835
3824,194981441729151282947555328
3825,24
3829,100
3831,1
3832,0
3833,26
3834,1
3835,1
3836,13514655207362825153413120
3837,28845
3845,1
3846,1833947733
3847,3768322
3848,19191919191919192775063451344899670016
3849,96630842
3853,1
3855,1
3856,3
3859,0
3861,1
3867,6310848817603796795392
3868,316137386807
3869,18
3871,5
3872,2
3873,2
3874,203
3875,1
3883,2
3885,-2
3886,1671781
3887,85
3888,21436799
3889,1614
3890,14561
3893,383
3894,5384860226585822
3895,0
3900,2
3903,-134
3904,1458
3905,479
3906,2
3910,2
3911,47019153021
3915,70604
3916,4294967297
3920,57
3921,9
3922,1
3923,27
3924,634098633016379317990457344
3927,1431655765
3928,27
3929,20
3930,739202882462324898136064
3931,1
3934,1
3936,1
3937,6
3939,0
3941,121
3942,812751503
3943,239447880886369452032
3949,27717330136865660028846080
3950,4419660881
3951,4
3952,0
3955,230104772662
3957,4753
3959,4
3960,1
3964,73
3965,64011
3967,26949274983356017147904
3968,15
3970,1
3971,5556243961090286592
3973,0
3974,1
3976,15
3977,73
3979,4
3980,7043380548155783699895155327432189280256
3981,2592
3982,0
3983,0
3985,0
3986,93
3988,2
3991,176150758257505999420471468097536
3993,404851
3994,210
3997,8
3998,-151
4000,78176338
4002,-3
4003,62746194661184
4008,1
4013,4
4014,68261
4016,1
4017,1
4018,4
4021,15
4022,0
4023,9036329
4029,37
4031,22
4033,5
4035,0
4037,0
4038,1
4040,1
4041,91958
4043,4
4044,1
4045,24875000437
4046,1
4051,1
4054,181
4056,3
4057,21298579130944525164666159104
4058,27274345271819337990144
4059,1
4060,6840429788136314880
4063,1
4064,48
4068,16106126460
4071,6
4072,13659267209
4076,32
4077,-539829457994
4079,6
4082,186
4084,604384
4086,166
4087,0
4090,1
4093,898670952308058799896251078221003582169891794474545943540698909335541971419136
4095,148948139
4097,1942080
4098,2
4099,18
4100,93
4101,3
4103,19835954
4105,1
4106,1362
4107,1
4109,48
4110,2
4111,218
4113,0
4117,56
4119,146699
4120,3
4122,6324
4123,1
4126,361
4128,1
4129,22822212559
4130,1030715294885682560
4137,858480
4140,162938454
4141,285
4142,181589
4146,385310451663134840061952
4147,-1906399371246
4148,2
4149,153082
4152,310
4154,965
4156,1
4161,1
4162,2558749289106689753088
4163,1
4164,23
4165,11
4166,317
4168,55948798610623676416
4169,101039
4170,2872523
4171,99990001
4172,1
4173,850
4174,1
4177,2
4178,1
4179,8
4182,0
4183,1
4184,20
4185,38
4186,5
4188,567596497380700672
4189,33982
4192,26548571098836076
4199,124
4201,486388759756014080
4202,221347593898
4203,8
4204,214080
4205,1
4206,3
4207,3029663567565747200
4212,455570137576
4213,1
4217,56
4219,1
4220,1
4221,2
4223,2
4227,621240
4228,9772
4230,36
4231,5
4232,1
4233,0
4234,5
4235,1
4236,4
4240,422
4242,12858080178536
4243,3138916347
4247,17955215020895892
4250,1617
4251,1
4252,0
4256,335919
4258,873705178746128879691527050231808
4261,147975
4264,1716
4265,10
4267,1
4271,1
4275,136932044780329085077140013056
4276,2
4278,10864252
4279,1199
4280,262530190180063
4281,4059
4282,5
4284,32
4285,3176174003030403447783424
4287,22737307385014081552384
4288,2112
4290,55661912905732774166528
4294,2
4301,2460
4302,1
4304,4027412162
4306,394
4311,5
4312,3
4313,0
4315,1
4319,2
4320,10498709
4321,4934562294466876416
4323,4584973
4324,0
4326,1
4327,1826
4328,1
4329,1475789056
4332,3116402981210161152
4333,834910260654
4335,0
4336,412646680050205609947037696
4337,14825
4338,65560
4340,0
4342,0
4343,2
4347,336
4349,4
4356,1
4358,1
4359,1
4362,2478770
4363,1
4364,12373
4371,1
4372,1
4375,5
4376,285
4377,-7953412833489534133305606144
4379,1
4381,2
4385,199883059851299326525440
4389,7
4390,2
4391,1174409216
4392,763
4394,0
4397,0
4399,2
4401,49
4405,1
4406,-3687995798103463366230016
4408,0
4412,169
4413,4
4416,4
4417,3
4418,21524
4420,1
4425,247
4426,1
4428,0
4429,1
4431,23
4432,5
4433,0
4434,104626624234969
4435,1
4438,1
4440,3188443
4441,2
4442,3
4443,5
4444,4
4446,877328
4447,6
4449,91433436521224864792576
4450,190
