Time,Temp.,Windchill,Heat Index,Humidity,Pressure,Dew Point,Visibility,Wind Dir,Wind Speed,Gust Speed,Precip,Events,Conditions
2016-01-01 09:00:00,3.9,1.1,,0.57,1017.6,-3.9,16.1,West,11.1,0.0,0.0,None,Overcast
2016-01-01 10:00:00,3.9,1.1,,0.55,1018.0,-4.4,16.1,West,11.1,0.0,0.0,None,Partly Cloudy
2016-01-01 11:00:00,4.4,2.6,,0.55,1018.0,-3.9,16.1,WNW,7.4,0.0,0.0,None,Overcast
2016-01-01 12:00:00,4.4,2.1,,0.53,1017.4,-4.4,16.1,Variable,9.3,31.5,0.0,None,Overcast
2016-01-01 13:00:00,4.4,1.1,,0.51,1016.4,-5.0,16.1,West,14.8,0.0,0.0,None,Overcast
2016-01-01 14:00:00,4.4,0.1,,0.51,1015.4,-5.0,16.1,West,22.2,31.5,0.0,None,Overcast
2016-01-01 15:00:00,4.4,1.7,,0.51,1014.9,-5.0,16.1,Variable,11.1,35.2,0.0,None,Overcast
2016-01-01 16:00:00,3.9,-0.1,,0.49,1015.0,-6.1,16.1,WNW,18.5,42.6,0.0,None,Overcast
2016-01-01 17:00:00,3.9,,,0.46,1014.9,-6.7,16.1,North,0.0,0.0,0.0,None,Overcast
2016-01-01 18:00:00,3.3,-0.9,,0.48,1014.8,-6.7,16.1,West,18.5,29.6,0.0,None,Clear
2016-01-01 19:00:00,3.3,0.0,,0.48,1015.3,-6.7,16.1,WNW,13.0,31.5,0.0,None,Clear
2016-01-01 20:00:00,2.8,-1.7,,0.5,1015.9,-6.7,16.1,WNW,20.4,29.6,0.0,None,Partly Cloudy
2016-01-01 21:00:00,2.8,-0.9,,0.48,1016.5,-7.2,16.1,West,14.8,25.9,0.0,None,Clear
2016-01-01 22:00:00,2.2,-0.9,,0.5,1016.8,-7.2,16.1,WNW,11.1,0.0,0.0,None,Clear
2016-01-01 23:00:00,1.7,,,0.54,1016.6,-6.7,16.1,North,0.0,0.0,0.0,None,Clear
2016-01-02 00:00:00,1.7,-1.1,,0.52,1016.7,-7.2,16.1,Variable,9.3,0.0,0.0,None,Clear
2016-01-02 01:00:00,1.7,-2.3,,0.46,1016.8,-8.9,16.1,West,14.8,31.5,0.0,None,Clear
2016-01-02 02:00:00,1.1,-1.8,,0.46,1016.6,-9.4,16.1,Variable,9.3,29.6,0.0,None,Mostly Cloudy
2016-01-02 03:00:00,1.1,-2.6,,0.48,1016.6,-8.9,16.1,West,13.0,25.9,0.0,None,Clear
2016-01-02 04:00:00,1.1,-2.6,,0.5,1017.3,-8.3,16.1,WNW,13.0,0.0,0.0,None,Clear
2016-01-02 05:00:00,1.1,-4.1,,0.5,1016.9,-8.3,16.1,West,22.2,33.3,0.0,None,Clear
2016-01-02 06:00:00,0.6,-3.9,,0.54,1017.1,-7.8,16.1,West,16.7,25.9,0.0,None,Clear
2016-01-02 07:00:00,0.6,-3.6,,0.54,1017.4,-7.8,16.1,West,14.8,0.0,0.0,None,Clear
2016-01-02 08:00:00,0.6,,,0.54,1017.9,-7.8,16.1,Calm,0.0,0.0,0.0,None,Scattered Clouds
2016-01-02 09:00:00,1.1,-1.2,,0.52,1018.3,-7.8,16.1,West,7.4,0.0,0.0,None,Overcast
2016-01-02 10:00:00,1.1,-2.2,,0.5,1018.8,-8.3,16.1,West,11.1,0.0,0.0,None,Overcast
2016-01-02 11:00:00,1.7,-1.1,,0.48,1019.2,-8.3,16.1,Variable,9.3,0.0,0.0,None,Overcast
2016-01-02 12:00:00,2.8,0.2,,0.46,1018.5,-7.8,16.1,Variable,9.3,0.0,0.0,None,Overcast
2016-01-02 13:00:00,2.8,0.7,,0.44,1017.5,-8.3,16.1,Variable,7.4,25.9,0.0,None,Scattered Clouds
2016-01-02 14:00:00,3.3,0.0,,0.43,1016.1,-8.3,16.1,WNW,13.0,0.0,0.0,None,Scattered Clouds
2016-01-02 15:00:00,3.9,0.8,,0.43,1015.5,-7.8,16.1,WSW,13.0,0.0,0.0,None,Clear
2016-01-02 16:00:00,3.9,0.4,,0.45,1015.1,-7.2,16.1,WNW,14.8,27.8,0.0,None,Clear
2016-01-02 17:00:00,4.4,1.7,,0.43,1015.4,-7.2,16.1,WNW,11.1,0.0,0.0,None,Overcast
2016-01-02 18:00:00,3.9,1.1,,0.43,1015.7,-7.8,16.1,Variable,11.1,0.0,0.0,None,Overcast
2016-01-02 19:00:00,2.8,0.2,,0.44,1016.1,-8.3,16.1,NW,9.3,27.8,0.0,None,Clear
2016-01-02 20:00:00,2.2,,,0.46,1016.3,-8.3,16.1,Calm,0.0,0.0,0.0,None,Clear
2016-01-02 21:00:00,2.2,-0.9,,0.46,1016.2,-8.3,16.1,WNW,11.1,0.0,0.0,None,Clear
2016-01-02 22:00:00,1.7,-0.5,,0.5,1015.8,-7.8,16.1,WSW,7.4,0.0,0.0,None,Clear
2016-01-02 23:00:00,2.2,,,0.48,1015.3,-7.8,16.1,North,0.0,0.0,0.0,None,Clear
2016-01-03 00:00:00,1.7,-1.5,,0.52,1014.8,-7.2,16.1,Variable,11.1,0.0,0.0,None,Clear
2016-01-03 01:00:00,2.2,-1.3,,0.52,1014.4,-6.7,16.1,WSW,13.0,0.0,0.0,None,Clear
2016-01-03 02:00:00,1.7,,,0.54,1013.6,-6.7,16.1,Calm,0.0,0.0,0.0,None,Clear
2016-01-03 03:00:00,2.2,-2.2,,0.52,1013.0,-6.7,16.1,West,18.5,0.0,0.0,None,Clear
2016-01-03 04:00:00,2.2,-0.9,,0.52,1012.2,-6.7,16.1,WSW,11.1,25.9,0.0,None,Clear
2016-01-03 05:00:00,2.2,,,0.52,1011.1,-6.7,16.1,North,0.0,0.0,0.0,None,Clear
2016-01-03 06:00:00,2.8,-0.2,,0.5,1011.1,-6.7,16.1,Variable,11.1,38.9,0.0,None,Clear
2016-01-03 07:00:00,2.2,0.0,,0.52,1010.4,-6.7,16.1,Variable,7.4,0.0,0.0,None,Clear
2016-01-03 08:00:00,1.7,-0.5,,0.57,1010.7,-6.1,16.1,WSW,7.4,0.0,0.0,None,Clear
2016-01-03 09:00:00,2.2,0.0,,0.55,1010.8,-6.1,16.1,Variable,7.4,0.0,0.0,None,Clear
2016-01-03 10:00:00,3.3,-0.6,,0.51,1010.8,-6.1,16.1,WSW,16.7,27.8,0.0,None,Clear
2016-01-03 11:00:00,3.9,,,0.49,1010.9,-6.1,16.1,North,0.0,0.0,0.0,None,Clear
2016-01-03 12:00:00,6.1,4.2,,0.4,1010.2,-6.7,16.1,Variable,9.3,25.9,0.0,None,Clear
2016-01-03 13:00:00,6.7,3.4,,0.37,1009.2,-7.2,16.1,WNW,18.5,35.2,0.0,None,Clear
2016-01-03 14:00:00,6.7,,,0.38,1008.7,-6.7,16.1,North,0.0,0.0,0.0,None,Clear
2016-01-03 15:00:00,6.7,4.2,,0.4,1009.1,-6.1,16.1,West,13.0,29.6,0.0,None,Clear
2016-01-03 16:00:00,5.6,2.3,,0.43,1009.5,-6.1,16.1,NW,16.7,33.3,0.0,None,Mostly Cloudy
2016-01-03 17:00:00,5.0,1.8,,0.43,1009.8,-6.7,16.1,West,14.8,25.9,0.0,None,Clear
2016-01-03 18:00:00,5.0,1.3,,0.45,1010.3,-6.1,16.1,WNW,18.5,0.0,0.0,None,Overcast
2016-01-03 19:00:00,5.0,2.5,,0.45,1010.9,-6.1,16.1,WNW,11.1,0.0,0.0,None,Mostly Cloudy
2016-01-03 20:00:00,4.4,1.1,,0.47,1011.7,-6.1,16.1,West,14.8,0.0,0.0,None,Clear
2016-01-03 21:00:00,3.9,0.8,,0.5,1012.1,-5.6,16.1,WNW,13.0,0.0,0.0,None,Clear
2016-01-03 22:00:00,3.3,-0.6,,0.53,1011.6,-5.6,16.1,WNW,16.7,0.0,0.0,None,Clear
2016-01-03 23:00:00,2.8,-0.9,,0.54,1011.9,-5.6,16.1,West,14.8,0.0,0.0,None,Clear
2016-01-04 00:00:00,2.8,-0.9,,0.57,1012.0,-5.0,16.1,West,14.8,0.0,0.0,None,Partly Cloudy
2016-01-04 01:00:00,2.2,-0.9,,0.59,1011.8,-5.0,16.1,Variable,11.1,0.0,0.0,None,Partly Cloudy
2016-01-04 02:00:00,2.2,0.0,,0.59,1011.5,-5.0,16.1,Variable,7.4,0.0,0.0,None,Partly Cloudy
2016-01-04 03:00:00,2.2,-0.5,,0.59,1011.9,-5.0,16.1,Variable,9.3,0.0,0.0,None,Overcast
2016-01-04 04:00:00,1.7,0.1,,0.52,1012.3,-7.2,16.1,Variable,5.6,0.0,0.0,None,Overcast
2016-01-04 05:00:00,1.1,-1.2,,0.5,1012.1,-8.3,16.1,Variable,7.4,0.0,0.0,None,Overcast
2016-01-04 06:00:00,0.6,-3.6,,0.48,1012.4,-9.4,16.1,NW,14.8,31.5,0.0,None,Overcast
2016-01-04 07:00:00,-0.6,-5.4,,0.52,1013.6,-9.4,16.1,NW,16.7,33.3,0.0,None,Partly Cloudy
2016-01-04 08:00:00,-1.1,-6.4,,0.51,1014.6,-10.0,16.1,NW,18.5,33.3,0.0,None,Mostly Cloudy
2016-01-04 09:00:00,-1.7,-5.6,,0.51,1015.2,-10.6,16.1,Variable,11.1,0.0,0.0,None,Overcast
2016-01-04 10:00:00,-1.7,-5.6,,0.51,1016.2,-10.6,16.1,Variable,11.1,0.0,0.0,None,Overcast
2016-01-04 11:00:00,-2.2,-5.1,,0.43,1017.1,-13.3,16.1,Variable,7.4,0.0,0.0,None,Partly Cloudy
2016-01-04 12:00:00,-2.2,-7.7,,0.43,1017.0,-13.3,16.1,WNW,18.5,31.5,0.0,None,Clear
2016-01-04 13:00:00,-2.2,-7.1,,0.38,1016.6,-15.0,16.1,NW,14.8,0.0,0.0,None,Clear
2016-01-04 14:00:00,-1.1,,,0.3,1016.3,-16.7,16.1,North,0.0,0.0,0.0,None,Clear
2016-01-04 15:00:00,-2.2,-5.1,,0.31,1016.6,-17.2,16.1,Variable,7.4,37.0,0.0,None,Clear
2016-01-04 16:00:00,-2.2,-5.7,,0.3,1017.5,-17.8,16.1,Variable,9.3,31.5,0.0,None,Clear
2016-01-04 17:00:00,-3.3,-9.1,,0.41,1018.7,-15.0,16.1,NE,18.5,33.3,0.0,None,Clear
2016-01-04 18:00:00,-5.0,-11.3,,0.44,1020.4,-15.6,16.1,NNE,18.5,35.2,0.0,None,Clear
2016-01-04 19:00:00,-6.1,-13.0,,0.46,1022.0,-16.1,16.1,NNE,20.4,40.7,0.0,None,Clear
2016-01-04 20:00:00,-6.7,,,0.44,1023.6,-17.2,16.1,North,0.0,0.0,0.0,None,Clear
2016-01-04 21:00:00,-7.2,-14.4,,0.47,1024.8,-16.7,16.1,North,20.4,38.9,0.0,None,Overcast
2016-01-04 22:00:00,-7.8,-14.4,,0.5,1025.7,-16.7,16.1,North,16.7,40.7,0.0,None,Partly Cloudy
2016-01-04 23:00:00,-8.3,-14.6,,0.47,1026.5,-17.8,16.1,North,14.8,33.3,0.0,None,Clear
2016-01-05 04:00:00,-11.1,-15.5,,0.56,1031.5,-18.3,16.1,Variable,7.4,33.3,0.0,None,Clear
2016-01-05 05:00:00,-11.1,-16.9,,0.53,1031.7,-18.9,16.1,Variable,11.1,37.0,0.0,None,Clear
2016-01-05 06:00:00,-11.1,-15.5,,0.51,1032.1,-19.4,16.1,Variable,7.4,37.0,0.0,None,Clear
2016-01-05 07:00:00,-11.7,-19.2,,0.54,1033.3,-19.4,16.1,NNE,16.7,33.3,0.0,None,Clear
2016-01-05 08:00:00,-11.7,,,0.54,1034.1,-19.4,16.1,North,0.0,0.0,0.0,None,Clear
2016-01-05 09:00:00,-11.1,-16.3,,0.53,1034.2,-18.9,16.1,Variable,9.3,0.0,0.0,None,Clear
2016-01-05 10:00:00,-10.6,-18.7,,0.47,1035.6,-20.0,16.1,North,20.4,31.5,0.0,None,Clear
2016-01-05 11:00:00,-8.3,,,0.43,1036.3,-18.9,16.1,North,0.0,0.0,0.0,None,Clear
2016-01-05 12:00:00,-7.2,-12.2,,0.36,1036.2,-20.0,16.1,Variable,11.1,25.9,0.0,None,Clear
2016-01-05 13:00:00,-5.6,-11.6,,0.3,1036.0,-20.6,16.1,NE,16.7,29.6,0.0,None,Clear
2016-01-05 14:00:00,-3.9,-8.3,,0.26,1035.4,-21.1,16.1,Variable,11.1,0.0,0.0,None,Clear
2016-01-05 15:00:00,-2.8,-6.4,,0.24,1035.1,-21.1,16.1,Variable,9.3,0.0,0.0,None,Clear
2016-01-05 16:00:00,-2.2,-5.1,,0.25,1035.3,-20.0,16.1,WNW,7.4,0.0,0.0,None,Clear
2016-01-05 17:00:00,-2.2,,,0.26,1035.8,-19.4,16.1,Calm,0.0,0.0,0.0,None,Clear
2016-01-05 18:00:00,-2.2,,,0.25,1036.2,-20.0,16.1,Calm,0.0,0.0,0.0,None,Clear
2016-01-05 19:00:00,-2.8,,,0.27,1036.6,-19.4,16.1,Calm,0.0,0.0,0.0,None,Clear
2016-01-05 20:00:00,-2.8,,,0.27,1036.8,-19.4,16.1,Calm,0.0,0.0,0.0,None,Clear
2016-01-05 21:00:00,-2.2,,,0.27,1036.8,-18.9,16.1,Calm,0.0,0.0,0.0,None,Clear
2016-01-05 22:00:00,-1.7,-3.8,,0.26,1036.7,-18.9,16.1,WNW,5.6,0.0,0.0,None,Clear
2016-01-05 23:00:00,-2.2,-4.3,,0.3,1036.6,-17.8,16.1,Variable,5.6,0.0,0.0,None,Clear
2016-01-06 00:00:00,-2.2,,,0.3,1036.6,-17.8,16.1,Calm,0.0,0.0,0.0,None,Clear
2016-01-06 01:00:00,-2.8,-5.0,,0.33,1035.8,-17.2,16.1,West,5.6,0.0,0.0,None,Clear
2016-01-06 02:00:00,-2.2,-4.3,,0.31,1035.3,-17.2,16.1,WNW,5.6,0.0,0.0,None,Clear
2016-01-06 03:00:00,-2.8,,,0.37,1035.6,-15.6,16.1,Calm,0.0,0.0,0.0,None,Clear
2016-01-06 04:00:00,-3.3,,,0.41,1035.2,-15.0,16.1,Calm,0.0,0.0,0.0,None,Clear
2016-01-06 05:00:00,-3.3,-5.6,,0.44,1034.8,-13.9,16.1,NW,5.6,0.0,0.0,None,Clear
2016-01-06 06:00:00,-3.9,,,0.51,1034.7,-12.8,16.1,Calm,0.0,0.0,0.0,None,Clear
2016-01-06 07:00:00,-3.3,-5.6,,0.47,1035.1,-13.3,16.1,WNW,5.6,0.0,0.0,None,Clear
2016-01-06 08:00:00,-3.3,,,0.47,1035.1,-13.3,16.1,Calm,0.0,0.0,0.0,None,Clear
2016-01-06 09:00:00,-2.8,,,0.41,1035.2,-14.4,16.1,Calm,0.0,0.0,0.0,None,Clear
2016-01-06 10:00:00,-1.1,-3.1,,0.32,1035.3,-16.1,16.1,Variable,5.6,0.0,0.0,None,Clear
2016-01-06 11:00:00,-1.1,-4.9,,0.32,1035.6,-16.1,16.1,Variable,11.1,0.0,0.0,None,Clear
2016-01-06 12:00:00,0.6,-2.8,,0.27,1035.2,-16.7,16.1,WSW,11.1,0.0,0.0,None,Clear
2016-01-06 13:00:00,2.2,,,0.23,1033.8,-17.2,16.1,Calm,0.0,0.0,0.0,None,Clear
2016-01-06 14:00:00,3.3,,,0.21,1032.4,-17.2,16.1,Calm,0.0,0.0,0.0,None,Clear
2016-01-06 15:00:00,4.4,2.6,,0.19,1031.3,-17.8,16.1,Variable,7.4,0.0,0.0,None,Clear
2016-01-06 16:00:00,4.4,2.6,,0.18,1031.1,-18.3,16.1,WSW,7.4,0.0,0.0,None,Clear
2016-01-06 17:00:00,3.9,2.6,,0.2,1030.8,-17.2,16.1,SSW,5.6,0.0,0.0,None,Clear
2016-01-06 18:00:00,3.3,2.0,,0.23,1030.5,-16.1,16.1,WSW,5.6,0.0,0.0,None,Clear
2016-01-06 19:00:00,3.3,0.0,,0.27,1030.5,-14.4,16.1,SW,13.0,0.0,0.0,None,Clear
2016-01-06 20:00:00,2.8,0.2,,0.25,1030.4,-15.6,16.1,Variable,9.3,0.0,0.0,None,Clear
2016-01-06 21:00:00,2.2,-0.9,,0.29,1030.8,-14.4,16.1,WSW,11.1,0.0,0.0,None,Clear
2016-01-06 22:00:00,2.8,-0.9,,0.25,1030.6,-15.6,16.1,West,14.8,0.0,0.0,None,Clear
2016-01-06 23:00:00,2.2,-0.5,,0.27,1030.2,-15.0,16.1,West,9.3,0.0,0.0,None,Clear
2016-01-07 00:00:00,1.7,-1.1,,0.34,1030.0,-12.8,16.1,West,9.3,0.0,0.0,None,Clear
2016-01-07 01:00:00,1.1,,,0.31,1029.6,-14.4,16.1,Calm,0.0,0.0,0.0,None,Clear
2016-01-07 02:00:00,1.7,-1.5,,0.27,1028.6,-15.6,16.1,West,11.1,0.0,0.0,None,Clear
2016-01-07 03:00:00,1.1,-1.8,,0.3,1028.2,-15.0,16.1,West,9.3,0.0,0.0,None,Clear
2016-01-07 04:00:00,0.6,,,0.31,1027.9,-15.0,16.1,Calm,0.0,0.0,0.0,None,Clear
2016-01-07 05:00:00,0.6,,,0.32,1027.7,-14.4,16.1,Calm,0.0,0.0,0.0,None,Clear
2016-01-07 06:00:00,0.0,-2.5,,0.38,1027.7,-12.8,16.1,West,7.4,0.0,0.0,None,Clear
2016-01-07 07:00:00,0.0,-3.1,,0.37,1027.8,-13.3,16.1,WNW,9.3,0.0,0.0,None,Partly Cloudy
2016-01-07 08:00:00,-0.6,-2.5,,0.37,1027.4,-13.9,16.1,Variable,5.6,0.0,0.0,None,Partly Cloudy
2016-01-07 09:00:00,0.0,,,0.38,1027.4,-12.8,16.1,Calm,0.0,0.0,0.0,None,Clear
2016-01-07 10:00:00,1.7,0.1,,0.31,1027.2,-13.9,16.1,Variable,5.6,0.0,0.0,None,Mostly Cloudy
2016-01-07 11:00:00,3.3,,,0.25,1027.1,-15.0,16.1,Calm,0.0,0.0,0.0,None,Partly Cloudy
2016-01-07 12:00:00,5.6,4.6,,0.23,1026.4,-14.4,16.1,ENE,5.6,0.0,0.0,None,Clear
2016-01-07 13:00:00,5.6,,,0.25,1025.2,-13.3,16.1,Calm,0.0,0.0,0.0,None,Mostly Cloudy
2016-01-07 14:00:00,6.7,5.8,,0.25,1024.2,-12.2,16.1,West,5.6,0.0,0.0,None,Overcast
2016-01-07 15:00:00,7.2,,,0.24,1023.9,-12.2,16.1,Calm,0.0,0.0,0.0,None,Overcast
2016-01-07 16:00:00,7.2,,,0.23,1023.5,-12.8,16.1,Calm,0.0,0.0,0.0,None,Overcast
2016-01-07 17:00:00,7.8,,,0.26,1023.5,-10.6,16.1,Calm,0.0,0.0,0.0,None,Overcast
2016-01-07 18:00:00,7.2,6.4,,0.34,1023.6,-7.8,16.1,WNW,5.6,0.0,0.0,None,Clear
2016-01-07 19:00:00,7.2,6.4,,0.4,1024.1,-5.6,16.1,West,5.6,0.0,0.0,None,Overcast
2016-01-07 20:00:00,6.7,5.3,,0.35,1023.9,-7.8,16.1,WNW,7.4,0.0,0.0,None,Mostly Cloudy
2016-01-07 21:00:00,5.6,,,0.4,1023.6,-7.2,16.1,Calm,0.0,0.0,0.0,None,Clear
2016-01-07 22:00:00,5.6,4.6,,0.4,1023.2,-7.2,16.1,WNW,5.6,0.0,0.0,None,Clear
2016-01-07 23:00:00,5.6,4.6,,0.4,1022.8,-7.2,16.1,NW,5.6,0.0,0.0,None,Clear
2016-01-08 00:00:00,3.9,2.6,,0.46,1022.6,-6.7,16.1,ENE,5.6,0.0,0.0,None,Clear
2016-01-08 01:00:00,4.0,,,0.42,,-8.0,,North,0.0,0.0,0.0,None,Unknown
2016-01-08 02:00:00,3.0,,,0.52,,-6.0,,North,0.0,0.0,0.0,None,Unknown
2016-01-08 03:00:00,3.0,,,0.52,,-6.0,,North,0.0,0.0,0.0,None,Unknown
2016-01-08 04:00:00,3.0,,,0.52,,-6.0,,North,0.0,0.0,0.0,None,Unknown
2016-01-08 05:00:00,2.0,,,0.52,,-7.0,,North,0.0,0.0,0.0,None,Unknown
2016-01-08 06:00:00,2.0,,,0.48,,-8.0,,North,0.0,0.0,0.0,None,Unknown
2016-01-08 07:00:00,2.0,,,0.48,,-8.0,,North,0.0,0.0,0.0,None,Unknown
2016-01-08 08:00:00,2.0,,,0.56,,-6.0,,North,0.0,0.0,0.0,None,Unknown
2016-01-08 09:00:00,3.0,,,0.6,,-4.0,,North,0.0,0.0,0.0,None,Unknown
2016-01-08 11:00:00,4.0,,,0.7,,-1.0,,North,0.0,0.0,0.0,None,Unknown
2016-01-08 12:00:00,5.0,,,0.65,,-1.0,,North,0.0,0.0,0.0,None,Unknown
2016-01-08 13:00:00,6.0,,,0.87,,4.0,,North,0.0,0.0,0.0,None,Unknown
2016-01-08 14:00:00,6.0,,,0.7,,1.0,,North,0.0,0.0,0.0,None,Unknown
2016-01-08 15:00:00,6.0,,,0.66,,0.0,,North,0.0,0.0,0.0,None,Unknown
2016-01-08 16:00:00,6.1,3.8,,0.62,1021.6,-0.6,16.1,Variable,11.1,0.0,0.0,None,Overcast
2016-01-08 17:00:00,6.1,4.2,,0.68,1021.7,0.6,16.1,NE,9.3,0.0,0.0,None,Overcast
2016-01-08 18:00:00,6.7,4.9,,0.65,1021.5,0.6,16.1,NE,9.3,0.0,0.0,None,Overcast
2016-01-08 19:00:00,6.7,4.9,,0.65,1021.8,0.6,16.1,SE,9.3,0.0,0.0,None,Overcast
2016-01-08 20:00:00,6.7,,,0.6,1022.4,-0.6,16.1,North,0.0,0.0,0.0,None,Overcast
2016-01-08 21:00:00,6.7,4.5,,0.6,1023.0,-0.6,16.1,East,11.1,0.0,0.0,None,Overcast
2016-01-08 22:00:00,6.7,4.9,,0.6,1022.8,-0.6,16.1,Variable,9.3,0.0,0.0,None,Overcast
2016-01-08 23:00:00,5.6,2.3,,0.7,1022.6,0.6,16.1,ENE,16.7,33.3,0.0,None,Overcast
2016-01-09 00:00:00,5.6,2.5,,0.7,1022.8,0.6,16.1,East,14.8,0.0,0.0,None,Overcast
2016-01-09 01:00:00,5.0,1.3,,0.7,1021.8,0.0,16.1,East,18.5,33.3,0.0,None,Overcast
2016-01-09 02:00:00,5.0,1.8,,0.7,1021.9,0.0,16.1,ENE,14.8,0.0,0.0,None,Overcast
2016-01-09 03:00:00,5.0,1.0,,0.73,1021.8,0.6,16.1,ENE,20.4,0.0,0.0,None,Mostly Cloudy
2016-01-09 04:00:00,5.0,2.1,,0.73,1021.8,0.6,16.1,East,13.0,0.0,0.0,None,Partly Cloudy
2016-01-09 05:00:00,4.4,1.1,,0.77,1021.4,0.6,16.1,East,14.8,29.6,0.0,None,Mostly Cloudy
2016-01-09 06:00:00,5.0,2.5,,0.76,1021.2,1.1,16.1,Variable,11.1,0.0,0.0,None,Overcast
2016-01-09 07:00:00,5.0,1.5,,0.76,1021.4,1.1,16.1,East,16.7,0.0,0.0,None,Overcast
2016-01-09 08:00:00,5.0,1.8,,0.79,1021.7,1.7,16.1,ENE,14.8,0.0,0.0,None,Overcast
2016-01-09 09:00:00,5.6,2.8,,0.79,1021.5,2.2,14.5,East,13.0,0.0,0.0,None,Overcast
2016-01-09 10:00:00,5.6,2.0,,0.79,1021.9,2.2,14.5,ENE,18.5,0.0,0.0,None,Overcast
2016-01-09 11:00:00,6.7,3.9,,0.76,1022.9,2.8,14.5,ENE,14.8,0.0,0.0,None,Overcast
2016-01-09 12:00:00,6.7,3.9,,0.76,1022.3,2.8,14.5,East,14.8,0.0,0.0,None,Overcast
2016-01-09 13:00:00,7.8,6.6,,0.71,1021.7,2.8,14.5,Variable,7.4,0.0,0.0,None,Overcast
2016-01-09 14:00:00,7.8,6.2,,0.79,1021.1,4.4,8.0,NE,9.3,0.0,0.0,Rain,Light Rain
2016-01-09 15:00:00,7.8,5.5,,0.79,1020.2,4.4,12.9,ENE,13.0,0.0,0.0,None,Overcast
